0.13772,0.014131,0.017544
0.52901,0.086298,0.24092
0.45105,0.082712,0.019896
0.084176,0.28992,7.6076
0.020888,0.099339,0.011646
0.010008,1.1233,7.2192
0.058974,0.3784,0.050865
0.43429,0.33592,0.046034
0.04792,0.63451,0.44956
0.022645,0.015115,0.01
0.26754,8.3988,8.1697
0.75459,1.1185,1.8242
6.6179,0.010067,6.6532
0.010076,0.10386,0.083802
0.40243,0.01,0.50953
0.13629,0.010126,0.01187
0.050991,2.538,6.6787
0.11877,0.037964,0.29102
0.010002,0.059805,0.013601
0.33446,1.3219,7.9959
1.2332,0.24475,0.018027
0.023912,0.026029,0.013528
0.17759,0.057828,0.010913
0.021271,0.47103,6.7038
0.14805,0.010004,0.048315
0.14738,0.10403,0.023757
0.44352,1.1098,2.9627
0.39794,0.67145,1.2577
0.3254,0.010029,0.16511
2.8092,0.34848,6.9303
0.1064,0.010082,0.064163
0.10905,0.010001,0.26232
0.091797,0.010001,0.02457
0.051527,0.02085,0.050098
6.6832,6.661,8.177
0.017923,0.016164,0.13712
0.050394,0.22226,0.15456
0.01,0.15195,2.6291
0.014998,0.10896,0.013139
0.1,0.14034,0.01
0.057122,0.01,0.22236
0.91024,0.27873,0.23151
0.032539,0.022095,0.01
0.01,0.038832,0.10811
0.13983,0.90269,7.6859
0.024801,0.010366,0.10696
0.010001,0.082482,0.12165
0.01,0.10142,0.01
0.014482,0.026031,6.4898
0.39495,1.0298,0.50657
