0,0,0,0.021289,0.15464,0.18495,0.011215,0.41227,0.26485,0.21774,4.3806e-08,0.12766
0,0,0,1.5263e-08,8.6795e-07,5.8619e-07,1.3404e-08,5.4015e-07,7.1072e-07,3.414e-08,4.0337e-08,5.1095e-07
0,0,0,0.72015,0.48612,0.31725,0.10993,0.90535,0.31451,0.026111,0.44397,0.91137
0,0,0,0.42834,0.33333,0.085714,0.31686,1.251e-08,0.085714,1.3861e-07,1.251e-08,0.085714
0,0,0,1.0157e-07,9.097e-09,0.1807,2.5028e-08,0.30025,0.16432,0.11111,5.3888e-07,5.1094e-07
0,0,0,2.5028e-08,0.30242,2.5185e-08,0.47454,0.37157,0.09578,0.00027129,0.63051,0.085716
0,0,0,0.26519,0.53333,0.93822,0.38251,0.93333,0.32597,1,1,1
0,0,0,0.2612,1,0.047758,0.098242,1.6132e-08,9.084e-07,0.5877,5.5557e-08,0.43315
0,0,0,1.1112e-08,1.1255e-08,0.14181,1.6668e-08,0.07788,0.43043,0.39102,0.19174,5.3969e-07
0,0,0,0.79666,0.86648,1,0.68389,0.93268,1,0.82858,1,0.82857
0,0,0,0.34494,0.29472,0.14798,0.48478,1.2083e-08,0.53628,0.21947,0.38949,0.63678
0,0,0,0.79866,0.68639,0.94286,0.67485,1,0.94286,0.34163,0.7797,0.94286
0,0,0,8.0573e-09,1.2522e-08,5.3898e-07,1.4381e-08,0.15152,5.1094e-07,7.3643e-08,5.0195e-08,1.4871e-08
0,0,0,8.1828e-09,5.1095e-07,8.3334e-07,0.10452,6.9832e-07,0.022688,0.017307,5.1095e-07,5.1095e-07
0,0,0,0.45139,0.19939,0.25714,0.53034,0.25576,0.085714,0.23137,8.4172e-07,0.028572
0,0,0,3.5847e-08,0.064035,0.62924,0.29718,0.31278,6.9065e-07,0.39616,0.17999,0.8974
0,0,0,8.4695e-07,1.0844e-08,6.153e-07,0.15318,1.7713e-08,1.3372e-08,1.9964e-08,2.3649e-08,0.034649
0,0,0,0.16616,7.1441e-09,0.3112,2.5021e-08,1.25e-08,0.05,3.3364e-08,0.45691,0.03172
0,0,0,0.14602,0.19061,0.028959,0.020147,1.0984e-07,5.1095e-07,0.26654,0.24474,0.070562
0,0,0,1.0277e-08,0.86234,0.71302,0.19597,0.81069,0.8858,3.5273e-08,5.408e-07,1
0,0,0,1.834e-08,7.1432e-09,0.30125,0.14171,0.12371,1.2874e-08,0.51479,0.00024567,0.096791
0,0,0,1.2236e-08,0.098985,5.1094e-07,0.14148,0.28504,0.13036,5.121e-08,0.24634,5.1094e-07
0,0,0,0.31203,5.3327e-05,0.57472,0.22333,0.64641,0.77743,0.45648,0.91248,0.57569
0,0,0,9.2625e-09,1.2782e-08,8.3334e-07,0.0011851,0.47611,0.00057582,0.67346,0.16424,1.5108e-08
0,0,0,1.1112e-08,0.17389,0.74337,0.54031,0.47465,0.25719,5.008e-08,0.50236,0.83178
0,0,0,9.801e-09,8.061e-07,0.037594,1.7277e-08,1.7828e-06,0.26707,0.18703,0.48751,0.038237
0,0,0,2.6865e-08,0.2018,0.071928,0.16097,0.20359,0.033533,0.38226,2.5343e-08,1.9513e-08
0,0,0,2.0013e-08,0.65275,0.4014,0.23852,0.47494,0.19523,0.30928,0.84526,0.48583
0,0,0,3.01e-08,3.4188e-05,1.4866e-08,0.084051,2.5086e-08,0.25403,0.26491,2.5086e-08,1.6559e-08
0,0,0,1.9504e-08,1.0876e-06,1.1112e-08,1.6668e-08,6.5103e-09,8.3334e-07,0.73705,0.11534,1.2522e-08
0,0,0,0.033608,1.6893e-08,0.63707,0.10103,0.31073,0.58397,0.7527,0.54072,0.57119
0,0,0,1.6684e-08,8.3413e-09,0.2,0.3,0.066667,0.31429,0.8,2.8256e-05,0.085714
0,0,0,0.14451,0.11735,0.089758,0.24445,0.79018,0.1933,5.3039e-08,3.2383e-08,1.1826e-08
0,0,0,9.092e-09,7.4884e-07,0.12745,2.5033e-08,9.2073e-09,0.14017,0.27016,1.0517e-08,0.044363
0,0,0,1.1112e-08,0.48086,0.085714,0.13807,0.60606,0.82568,5.008e-08,0.089361,0.44349
0,0,0,0.54104,0.32202,0.65224,0.73167,0.93181,0.27478,0.55075,0.65529,0.61623
0,0,0,1.4291e-08,7.1459e-09,0.2,2.5021e-08,0.16262,5.3888e-07,0.39992,0.00024568,0.012545
0,0,0,0.1287,0.090892,1.3844e-06,0.13127,0.2133,0.279,4.7895e-08,0.29106,0.17674
0,0,0,1.1112e-08,0.081534,0.214,1.4282e-08,8.5844e-07,9.0911e-07,5.0125e-08,0.0019,0.1839
0,0,0,0.45076,0.0011851,0.104,0.30349,0.088894,0.48678,0.36341,8.7791e-07,0.58638
0,0,0,0.51905,0.78602,0.2175,0.55324,1.5852e-08,0.32886,0.4658,0.32185,0.22189
0,0,0,9.3852e-09,1.0048e-08,5.1094e-07,1.8154e-08,2.5031e-08,9.0911e-07,2.7761e-08,0.00024567,8.3334e-07
0,0,0,1.4287e-08,7.1433e-09,0.13751,1.4282e-08,0.083333,0.089676,0.22871,0.02782,0.064073
0,0,0,0.42857,0.28864,0.083622,2.5027e-08,0.52893,0.7709,0.67929,0.00025883,0.70728
